
|   ID  |    x    |      y     |
| 36452 | 1.78201 |  -50.63914 |
| 36452 | 1.78301 |  -50.47101 |
| 36452 | 1.78401 |  -50.30454 |
| 36452 | 1.78501 |  -50.13972 |
| 36452 | 1.78601 |  -49.97651 |
| 36452 | 1.78701 |  -49.81490 |
| 36452 | 1.78801 |  -49.65486 |
| 36452 | 1.78901 |  -49.49636 |
| 36452 | 1.79001 |  -49.33941 |
| 36452 | 1.79101 |  -49.18397 |
| 36452 | 1.79201 |  -49.03001 |
| 36452 | 1.79301 |  -48.87753 |
| 36452 | 1.79401 |  -48.72649 |
| 36452 | 1.79501 |  -48.57688 |
| 36452 | 1.79601 |  -48.42869 |
| 36452 | 1.79701 |  -48.28189 |
| 36452 | 1.79801 |  -48.13646 |
| 36452 | 1.79901 |  -47.99239 |
| 36452 | 1.80001 |  -47.84966 |
| 36452 | 1.80101 |  -47.70826 |
| 36452 | 1.80201 |  -47.56815 |
| 36452 | 1.80301 |  -47.42934 |
| 36452 | 1.80401 |  -47.29180 |
| 36452 | 1.80501 |  -47.15551 |
| 36452 | 1.80601 |  -47.02046 |
| 36452 | 1.80701 |  -46.88664 |
| 36452 | 1.80801 |  -46.75402 |
| 36452 | 1.80901 |  -46.62261 |
| 36452 | 1.81001 |  -46.49237 |
| 36452 | 1.81101 |  -46.36329 |
| 36452 | 1.81201 |  -46.23536 |
| 36452 | 1.81301 |  -46.10857 |
| 36452 | 1.81401 |  -45.98290 |
| 36452 | 1.81501 |  -45.85834 |
| 36452 | 1.81601 |  -45.73487 |
| 36452 | 1.81701 |  -45.61248 |
| 36452 | 1.81801 |  -45.49116 |
| 36452 | 1.81902 |  -45.37090 |
| 36452 | 1.82002 |  -45.25168 |
| 36452 | 1.82102 |  -45.13349 |
| 36452 | 1.82202 |  -45.01632 |
| 36452 | 1.82302 |  -44.90015 |
| 36452 | 1.82402 |  -44.78498 |
| 36452 | 1.82502 |  -44.67080 |
| 36452 | 1.82602 |  -44.55758 |
| 36452 | 1.82702 |  -44.44533 |
| 36452 | 1.82802 |  -44.33402 |
| 36452 | 1.82902 |  -44.22365 |
| 36452 | 1.83002 |  -44.11421 |
| 36452 | 1.83102 |  -44.00568 |
| 36452 | 1.83202 |  -43.89807 |
| 36452 | 1.83302 |  -43.79134 |
| 36452 | 1.83402 |  -43.68550 |
| 36452 | 1.83502 |  -43.58054 |
| 36452 | 1.83602 |  -43.47645 |
| 36452 | 1.83702 |  -43.37321 |
| 36452 | 1.83802 |  -43.27082 |
| 36452 | 1.83902 |  -43.16927 |
| 36452 | 1.84002 |  -43.06854 |
| 36452 | 1.84102 |  -42.96864 |
| 36452 | 1.84202 |  -42.86954 |
| 36452 | 1.84302 |  -42.77125 |
| 36452 | 1.84402 |  -42.67375 |
| 36452 | 1.84502 |  -42.57703 |
| 36452 | 1.84602 |  -42.48109 |
| 36452 | 1.84702 |  -42.38591 |
| 36452 | 1.84802 |  -42.29150 |
| 36452 | 1.84902 |  -42.19784 |
| 36452 | 1.85002 |  -42.10492 |
| 36452 | 1.85102 |  -42.01273 |
| 36452 | 1.85202 |  -41.92128 |
| 36452 | 1.85302 |  -41.83054 |
| 36452 | 1.85402 |  -41.74051 |
| 36452 | 1.85502 |  -41.65119 |
| 36452 | 1.85602 |  -41.56257 |
| 36452 | 1.85702 |  -41.47464 |
| 36452 | 1.85802 |  -41.38739 |
| 36452 | 1.85902 |  -41.30082 |
| 36452 | 1.86002 |  -41.21491 |
| 36452 | 1.86102 |  -41.12967 |
| 36452 | 1.86202 |  -41.04509 |
| 36452 | 1.86302 |  -40.96115 |
| 36452 | 1.86402 |  -40.87786 |
| 36452 | 1.86502 |  -40.79520 |
| 36452 | 1.86602 |  -40.71318 |
| 36452 | 1.86702 |  -40.63177 |
| 36452 | 1.86802 |  -40.55098 |
| 36452 | 1.86902 |  -40.47081 |
| 36452 | 1.87002 |  -40.39124 |
| 36452 | 1.87102 |  -40.312451 | 0.12400 |    0.14238 |
| 36451 | 0.12500 |    0.14370 |
| 36451 | 0.12600 |    0.14503 |
| 36451 | 0.12700 |    0.14636 |
| 36451 | 0.12800 |    0.14769 |
| 36451 | 0.12900 |    0.14903 |
| 36451 | 0.13000 |    0.15037 |
| 36451 | 0.13100 |    0.15171 |
| 36451 | 0.13200 |    0.15306 |
| 36451 | 0.13300 |    0.15441 |
| 36451 | 0.13400 |    0.15576 |
| 36451 | 0.13500 |    0.15712 |
| 36451 | 0.13600 |    0.15847 |
| 36451 | 0.13700 |    0.15984 |
| 36451 | 0.13800 |    0.16120 |
| 36451 | 0.13900 |    0.16257 |
| 36451 | 0.14000 |    0.16395 |
| 36451 | 0.14100 |    0.16533 |
| 36451 | 0.14200 |    0.16671 |
| 36451 | 0.14300 |    0.16809 |
| 36451 | 0.14400 |    0.16948 |
| 36451 | 0.14500 |    0.17087 |
| 36451 | 0.14600 |    0.17226 |
| 36451 | 0.14700 |    0.17366 |
| 36451 | 0.14800 |    0.17506 |
| 36451 | 0.14900 |    0.17646 |
| 36451 | 0.15000 |    0.17787 |
| 36451 | 0.15100 |    0.17928 |
| 36451 | 0.15200 |    0.18070 |
| 36451 | 0.15300 |    0.18212 |
| 36451 | 0.15400 |    0.18354 |
| 36451 | 0.15500 |    0.18497 |
| 36451 | 0.15600 |    0.18640 |
| 36451 | 0.15700 |    0.18783 |
| 36451 | 0.15800 |    0.18927 |
| 36451 | 0.15900 |    0.19071 |
| 36451 | 0.16000 |    0.19215 |
| 36451 | 0.16100 |    0.19360 |
| 36451 | 0.16200 |    0.19505 |
| 36451 | 0.16300 |    0.19650 |
| 36451 | 0.16400 |    0.19796 |
| 36451 | 0.16500 |    0.19943 |
| 36451 | 0.16600 |    0.20089 |
| 36451 | 0.16700 |    0.20236 |
| 36451 | 0.16800 |    0.20384 |
| 36451 | 0.16900 |    0.20531 |
| 36451 | 0.17000 |    0.20679 |
| 36451 | 0.17100 |    0.20828 |
| 36451 | 0.17200 |    0.20977 |
| 36451 | 0.17300 |    0.21126 |
| 36451 | 0.17400 |    0.21276 |
| 36451 | 0.17500 |    0.21426 |
| 36451 | 0.17600 |    0.21576 |
| 36451 | 0.17700 |    0.21727 |
| 36451 | 0.17800 |    0.21878 |
| 36451 | 0.17900 |    0.22030 |
| 36451 | 0.18000 |    0.22182 |
| 36451 | 0.18100 |    0.22334 |
| 36451 | 0.18200 |    0.22487 |
| 36451 | 0.18300 |    0.22640 |
| 36451 | 0.18400 |    0.22793 |
| 36451 | 0.18500 |    0.22947 |
| 36451 | 0.18600 |    0.23102 |
| 36451 | 0.18700 |    0.23256 |
| 36451 | 0.18800 |    0.23411 |
| 36451 | 0.18900 |    0.23567 |
| 36451 | 0.19000 |    0.23723 |
